a,b,c,root
89,-53,-82,1.303
-50,13,94,1.507
-19,95,-43,4.497
82,-37,-67,1.157
7,-28,18,3.195
-32,77,68,3.093
68,-95,-1,1.408
-19,-2,47,1.521
-6,53,23,9.248
-44,-15,62,1.029
88,-98,-96,1.74
-6,14,98,5.373
9,-23,-84,4.589
-44,71,-10,1.458
53,-51,-54,1.599
86,-93,-25,1.304
-9,46,18,5.476
-28,-3,33,1.033
-10,80,-67,7.05
51,6,-82,1.211
-75,3,89,1.11
-18,65,80,4.581
35,-33,-63,1.893
52,-77,17,1.211
-42,58,23,1.703
57,2,-61,1.017
2,13,-86,4.069
-14,-59,-51,-1.214
9,-61,89,4.652
12,-41,-90,4.936
3,79,-94,1.14
-11,74,78,7.654
20,-47,-30,2.872
34,-44,-64,2.164
-8,20,77,4.595
83,-79,-86,1.6
-100,53,57,1.065
53,-79,-67,2.094
11,48,-85,1.352
-86,74,64,1.394
99,-81,-82,1.407
-26,70,-10,2.541
-65,77,47,1.629
22,-86,-27,4.201
-3,24,-31,6.38
87,-8,-97,1.103
6,-66,90,9.405
-11,14,89,3.551
4,-97,35,23.884
11,4,-27,1.395
-12,-8,96,2.515
31,-55,-90,2.808
-8,4,47,2.687
43,-54,-5,1.342
-37,79,-34,1.537
68,-95,-21,1.591
-89,71,35,1.142
-53,67,-14,1
17,-30,-21,2.301
-85,49,98,1.4
-57,30,80,1.477
-5,-37,-58,-2.254
28,-28,-29,1.634
3,-93,56,30.386
46,-77,8,1.563
-35,90,-26,2.24
3,-52,53,16.246
11,-48,7,4.213
-4,87,-74,20.863
-12,31,37,3.472
-88,65,52,1.222
4,-48,-84,13.55
21,-59,-100,4
-11,-21,33,1.023
5,15,-60,2.275
18,-65,-34,4.075
-62,77,85,1.946
29,-56,4,1.857
84,-1,-88,1.03
1,-27,84,23.412
29,-74,-52,3.125
-14,45,11,3.443
87,-48,-71,1.22
16,-98,-69,6.763
49,-82,-23,1.918
10,-50,-88,6.379
-44,60,41,1.864
85,-74,-86,1.531
-20,66,72,4.164
-19,75,-3,3.907
16,-49,-26,3.524
-6,84,-85,12.902
-65,74,58,1.672
-99,93,54,1.345
34,-89,2,2.595
14,35,-74,1.367
40,-87,6,2.104
18,-81,-27,4.812
-87,56,73,1.293
12,-28,-82,4.029
20,-82,-15,4.275
-88,42,60,1.098
-72,89,17,1.404
2,-44,-41,22.895
77,-99,-45,1.642
33,-53,5,1.505
-43,96,-1,2.222
-6,29,-2,4.763
-2,-20,61,2.45
-20,61,-27,2.513
-9,-58,-78,-1.912
-13,-22,58,1.429
11,-81,-64,8.083
62,11,-84,1.079
-13,97,-95,6.302
-11,-6,55,1.98
10,53,-94,1.402
-24,50,48,2.798
78,-35,-62,1.144
-14,-30,79,1.534
-12,-42,89,1.487
39,-95,6,2.371
6,-80,96,12
48,11,-83,1.205
1,15,37,-3.113
-82,36,70,1.169
49,-56,-62,1.833
24,-69,-19,3.128
22,16,-46,1.127
36,-71,-34,2.371
18,-32,-25,2.365
-62,38,72,1.427
-9,-25,74,1.797
17,-20,-44,2.301
62,-76,-90,1.965
-6,77,-30,12.431
28,-85,-17,3.224
-46,47,67,1.821
3,-92,75,29.829
-72,53,71,1.427
88,-73,-89,1.503
6,-97,-13,16.3
35,-94,31,2.301
-74,39,71,1.278
4,-11,-43,4.93
-21,72,4,3.483
66,-73,-25,1.38
-46,71,93,2.39
-44,81,-1,1.828
3,-54,-99,19.677
-11,72,-1,6.532
-83,53,98,1.452
82,-3,-88,1.054
-10,35,18,3.955
54,-53,-46,1.536
-24,100,54,4.65
-7,65,1,9.301
45,-72,-52,2.14
84,-22,-77,1.097
26,-45,11,1.436
-5,-63,79,1.149
12,-52,-78,5.512
-79,65,72,1.451
-11,49,96,5.927
58,-68,-76,1.872
-7,84,-76,11.014
-44,85,29,2.228
-56,-30,88,1.014
-40,77,98,2.8
70,-74,2,1.029
55,8,-99,1.271
-58,85,-19,1.19
-59,27,65,1.303
-50,69,43,1.846
6,-68,90,9.803
-84,2,97,1.087
-24,76,1,3.18
-21,83,91,4.846
1,16,-58,3.045
-43,65,40,1.981
10,-77,-6,7.777
81,-83,-1,1.037
9,-61,62,5.533
66,-17,-65,1.13
-57,69,-4,1.149
-15,83,94,6.498
-13,7,10,1.187
-54,29,58,1.339
-75,78,4,1.089
15,-91,91,4.804
-52,-12,66,1.017
-16,-79,97,1.018
49,-56,-17,1.392
52,-85,-26,1.898
27,-94,-60,4.033
-7,41,96,7.65
-10,-65,-93,-2.126
-14,73,-16,4.985
-73,39,73,1.302
5,-48,25,9.047
52,-91,-61,2.267
16,-90,-98,6.559
36,-77,-67,2.803
-7,13,37,3.408
-6,83,-85,12.72
77,-87,6,1.056
81,-40,-63,1.163
48,-66,10,1.202
83,-64,-82,1.452
5,82,85,-1.112
2,-38,35,18.029
48,-36,-33,1.285
-87,81,91,1.589
17,25,-98,1.776
58,-52,-34,1.335
8,-79,64,8.985
-26,52,-9,1.809
61,-74,-64,1.797
-59,2,86,1.224
72,-36,-42,1.054
-24,47,-12,1.656
-20,-10,36,1.115
1,-55,-88,56.556
-18,88,31,5.219
9,-68,-37,8.065
-62,67,24,1.364
-28,50,92,2.913
62,-91,13,1.307
-93,48,67,1.145
-33,54,8,1.773
34,-83,32,1.961
73,-59,-49,1.318
43,-50,-97,2.192
21,-12,-89,2.364
-15,-23,95,1.864
45,-83,-54,2.354
-13,89,100,7.829
-3,-37,95,2.182
-54,82,14,1.673
75,-22,-88,1.24
-74,22,78,1.186
-17,-10,51,1.463
-5,-49,58,1.067
-38,28,64,1.717
13,-100,-81,8.431
38,-29,-89,1.959
48,-78,-20,1.85
36,4,-77,1.408
1,-2,-4,3.236
77,-98,17,1.066
24,-12,-92,2.224
28,-39,-18,1.758
26,-37,-17,1.789
-35,72,40,2.512
29,-98,70,2.354
-23,27,78,2.52
62,-14,-85,1.289
-52,27,31,1.074
-18,-83,-82,-1.434
32,-5,-78,1.641
-35,-54,99,1.079
93,-45,-64,1.106
-98,13,88,1.016
94,-9,-88,1.017
-58,68,16,1.373
-30,99,26,3.545
3,-96,-8,32.083
-59,18,94,1.424
8,-75,58,8.525
19,-84,-88,5.296
59,-95,-86,2.256
96,-84,-41,1.224
-33,-20,93,1.403
-73,10,63,1
65,-10,-87,1.236
44,-89,34,1.511
8,-72,54,8.174
66,-98,-5,1.534
-59,71,30,1.535
-97,76,71,1.333
-23,57,63,3.307
-100,60,93,1.31
-63,7,59,1.025
88,-67,-52,1.238
-71,-6,81,1.027
-18,-1,29,1.242
-41,22,99,1.845
41,12,-53,1
-28,18,97,2.21
34,-100,7,2.869
97,-18,-98,1.102
-2,-21,35,1.463
-41,13,32,1.056
22,-88,-93,4.868
31,-69,-13,2.401
1,2,-72,7.544
-47,11,57,1.224
-14,25,100,3.711
-59,72,67,1.838
-35,34,44,1.708
15,17,-96,2.026
45,-65,-37,1.881
-14,-15,42,1.277
50,-80,1,1.587
-16,4,38,1.671
77,-57,-62,1.341
-36,61,20,1.976
11,-69,20,5.968
-43,-8,92,1.373
5,41,49,-1.452
61,-7,-63,1.075
7,-74,66,9.588
6,5,-81,3.281
-46,23,29,1.082
-94,65,100,1.434
41,-42,-32,1.533
5,-24,11,4.287
-45,81,31,2.124
25,8,-54,1.318
5,-95,47,18.492
-3,65,-55,20.785
-41,-3,69,1.261
-13,-87,-100,-1.474
2,-48,-4,24.083
-74,7,99,1.205
14,37,-69,1.262
-39,16,91,1.746
-4,42,-57,8.899
-10,65,-83,4.754
-71,40,92,1.454
-16,60,11,3.925
25,-78,-84,3.967
-12,83,80,7.774
15,66,62,-1.359
25,-82,-47,3.778
17,-53,8,2.959
-17,25,19,2.023
-7,-11,57,2.174
-46,41,9,1.074
40,-59,-95,2.446
28,-43,6,1.38
26,29,-95,1.434
-43,-3,51,1.055
49,-100,-34,2.338
24,-81,59,2.311
25,46,-96,1.245
-18,44,73,3.578
42,-100,-63,2.898
-24,4,100,2.126
-30,93,-33,2.691
16,-88,15,5.324
-23,98,-80,3.16
-12,18,66,3.212
-26,80,-44,2.36
34,-2,-78,1.544
49,-60,-54,1.828
-24,82,22,3.667
54,-5,-71,1.194
73,-7,-95,1.19
16,-25,9,1
56,-42,-16,1.028
-95,43,70,1.114
42,-61,10,1.264
-22,24,53,2.191
21,-34,-5,1.755
-1,55,7,55.127
-47,99,15,2.248
16,-91,3,5.654
7,-26,-46,5.023
34,9,-47,1.051
-22,43,6,2.085
-12,89,-15,7.244
26,19,-89,1.521
1,-73,41,72.434
21,5,-46,1.366
-57,41,81,1.605
32,-16,-74,1.791
87,-40,-61,1.098
-25,7,49,1.547
92,-58,-64,1.207
7,-57,46,7.235
48,-31,-80,1.654
-47,33,37,1.305
30,-64,-43,2.67
-58,89,51,1.979
79,-99,-24,1.461
-14,-23,67,1.515
24,-92,-29,4.126
84,-42,-43,1.008
-7,34,31,5.642
-3,30,35,11.055
-33,87,20,2.849
-20,97,36,5.196
-87,14,88,1.089
-25,48,-3,1.855
-84,17,68,1.007
-41,36,12,1.136
-67,73,25,1.363
3,-71,-30,24.082
-2,-34,89,2.305
-26,80,-56,2
56,-46,-73,1.624
-61,74,90,1.964
22,69,-99,1.07
23,25,-89,1.497
-83,12,84,1.081
-52,100,-5,1.872
45,-99,-90,2.892
-31,-33,96,1.306
-31,-51,98,1.136
4,-13,-50,5.516
-3,-5,38,2.822
-10,-5,49,1.978
-51,84,96,2.424
-19,63,17,3.567
27,-79,-79,3.714
47,-7,-45,1.056
-23,13,35,1.548
-14,-3,72,2.163
-28,-55,91,1.071
-68,29,79,1.312
-30,34,99,2.47
75,-77,-99,1.772
79,-93,-95,1.833
-27,-20,53,1.079
-82,34,48,1
49,-14,-55,1.212
24,-94,-61,4.484
-77,25,52,1
-65,100,7,1.606
54,-54,-90,1.884
-29,86,-28,2.593
50,-46,-43,1.495
-29,-37,95,1.281
87,-15,-93,1.124
51,-24,-75,1.471
21,-2,-48,1.56
12,5,-35,1.512
18,-1,-99,2.373
-16,21,85,3.053
65,4,-78,1.065
-5,43,-67,6.556
25,-77,-28,3.409
1,-8,2,7.742
-12,97,-38,7.67
83,-85,-56,1.48
84,-7,-83,1.037
-83,66,57,1.317
19,-4,-40,1.56
58,-45,-40,1.305
31,-55,-19,2.07
-5,-10,30,1.646
13,54,-74,1.086
16,58,-84,1.109
-8,82,41,10.728
-63,93,-27,1.079
23,87,66,-1.05
19,-46,-82,3.615
-21,28,98,2.927
76,-97,-35,1.57
37,-95,-8,2.649
-59,10,80,1.252
3,-34,-27,12.078
18,-85,-38,5.133
30,-55,-38,2.368
75,-78,-69,1.611
-67,49,91,1.587
-19,36,16,2.266
29,-65,19,1.896
-6,7,46,3.413
32,-70,32,1.537
13,1,-91,2.608
61,-60,-75,1.705
21,-67,-42,3.727
20,-28,-94,2.978
-1,60,-79,58.653
-1,-73,-98,-1.368
-4,-17,98,3.262
-29,29,94,2.369
-65,50,88,1.61
62,-5,-88,1.232
6,-48,51,6.739
44,-57,-74,2.097
31,-27,-61,1.904
30,42,-78,1.058
-12,57,-34,4.05
60,-72,-8,1.302
24,-55,-75,3.252
14,-71,-7,5.168
22,-91,-63,4.74
-88,93,84,1.639
-83,56,86,1.41
-78,37,58,1.132
17,45,-100,1.439
82,-53,-91,1.425
88,-38,-85,1.222
-99,64,54,1.129
74,-28,-91,1.314
2,-50,36,24.258
4,53,-57,1
1,-56,-30,56.531
32,-80,-29,2.821
-82,58,85,1.431
-32,50,78,2.527
-3,74,-86,23.444
9,65,62,-1.131
90,-92,-64,1.497
26,-16,-63,1.894
-14,56,-22,3.558
53,-71,-20,1.579
-47,40,58,1.615
58,-60,-47,1.555
30,-21,-80,2.02
-13,63,58,5.638
36,6,-76,1.372
34,-63,-64,2.582
-47,-28,78,1.024
-34,83,93,3.276
-18,-43,63,1.025
43,-76,-43,2.218
-15,36,42,3.259
44,33,-87,1.08
92,-45,-65,1.12
3,67,71,-1.115
-17,93,81,6.235
1,45,-48,1.043
-48,81,-30,1.139
-11,8,27,1.972
56,-71,-5,1.335
38,-67,-2,1.793
93,-50,-65,1.147
59,-86,-61,1.98
-67,45,64,1.369
-44,90,64,2.604
99,-91,-12,1.036
35,6,-68,1.311
-4,-44,82,1.624
-20,54,29,3.159
-61,59,18,1.211
-68,41,99,1.545
91,-94,-50,1.42
-22,-20,97,1.694
34,-59,-97,2.767
-88,65,59,1.268
-20,91,2,4.572
-96,69,66,1.263
6,55,-79,1.262
-87,95,64,1.563
7,-23,-51,4.803
30,34,-79,1.152
-10,-18,60,1.71
-21,63,-15,2.739
12,-75,-22,6.531
-19,94,30,5.248
90,-28,-93,1.184
-13,85,-30,6.164
-83,60,53,1.238
-2,2,31,4.469
-2,41,89,22.48
49,-21,-84,1.541
-10,81,68,8.867
-87,43,84,1.26
21,9,-35,1.094
1,-61,96,59.383
-3,-31,-33,-1.205
84,-75,-65,1.433
5,-44,-56,9.928
-54,62,4,1.209
46,-99,-72,2.726
-5,51,65,11.346
-6,74,38,12.827
50,-100,-62,2.497
-7,-18,48,1.632
25,-71,-85,3.747
-2,86,50,43.574
-36,29,97,2.093
83,-82,-25,1.232
78,-74,-32,1.271
61,-80,-12,1.447
-88,15,100,1.155
88,-60,-85,1.381
28,-20,-100,2.28
-64,67,75,1.726
-89,87,75,1.529
-11,87,20,8.133
5,-38,-42,8.579
21,-89,61,3.378
53,-86,-41,2.008
18,-45,-13,2.762
-1,-9,69,4.947
-11,-23,35,1.022
-11,32,24,3.528
-74,74,21,1.231
-50,92,-22,1.557
-29,70,81,3.268
-4,-7,65,3.25
-38,39,90,2.135
-63,47,94,1.65
-3,17,89,8.973
-18,-18,77,1.628
38,-93,-92,3.203
14,-31,6,2
-80,33,100,1.343
-17,-12,73,1.749
-30,5,47,1.338
-20,32,7,1.795
9,-31,-84,5.229
-12,64,93,6.522
-78,44,63,1.224
46,6,-99,1.403
71,-94,11,1.194
53,-76,21,1.06
-75,36,99,1.414
-53,61,-6,1.042
-43,37,42,1.508
10,-57,-98,7.083
19,-93,36,4.471
22,-74,-100,4.397
-16,2,94,2.487
25,-49,-69,2.909
20,-86,23,4.013
-47,97,60,2.562
58,3,-64,1.025
22,-40,-67,2.877
86,-52,-78,1.302
-17,95,48,6.055
3,-50,-76,18.069
39,-88,-33,2.584
15,-54,-69,4.6
41,-38,-96,2.062
-26,92,38,3.912
44,-93,-85,2.803
-19,85,27,4.772
-5,-39,58,1.278
16,-28,-8,2
69,-52,-91,1.585
27,-87,-36,3.593
-27,30,26,1.683
-30,82,76,3.465
64,14,-96,1.12
30,-70,28,1.821
-42,66,-9,1.421
-44,78,35,2.144
8,-51,49,5.196
94,-100,-10,1.156
-56,78,32,1.724
4,22,-92,2.778
28,-25,-59,1.965
8,-49,55,4.645
-77,53,65,1.325
77,-87,-72,1.685
-16,39,32,3.086
-19,78,83,4.982
4,-45,-99,13.134
29,-31,-86,2.338
-65,83,3,1.312
51,-33,-33,1.191
18,-46,-2,2.598
1,-18,-74,21.45
-7,9,75,3.979
-19,73,-27,3.428
-11,-9,58,1.923
96,-86,-78,1.454
28,-40,-55,2.287
3,-92,-85,31.564
-37,-35,72,1
-55,49,37,1.379
-79,32,96,1.323
-3,40,10,13.579
21,-63,13,2.777
23,-42,-29,2.36
53,-94,11,1.648
-70,75,58,1.592
-68,34,53,1.168
-88,84,76,1.522
-7,58,47,9.029
-5,41,-46,6.859
69,-79,-61,1.673
55,-100,-28,2.065
76,-29,-63,1.121
9,-33,-44,4.706
-49,83,2,1.718
24,6,-49,1.309
-26,80,61,3.709
46,-38,-67,1.689
13,-38,-65,4.133
-10,14,22,2.34
-12,-91,-95,-1.25
-67,70,46,1.502
48,-33,-15,1
67,-54,-42,1.291
-37,81,26,2.473
80,-95,-65,1.673
14,-42,-30,3.596
-85,58,36,1.076
3,-72,29,23.59
45,-64,-44,1.929
5,-47,78,7.248
21,-67,41,2.365
4,-80,67,19.124
-7,8,70,3.785
-3,-15,88,3.465
10,56,-73,1.091
-57,28,79,1.448
-10,77,50,8.302
-31,89,18,3.061
-21,40,8,2.087
-44,62,4,1.471
-11,51,68,5.718
13,-56,-35,4.861
7,-2,-68,3.263
-64,72,40,1.533
95,-25,-95,1.14
69,3,-77,1.035
-6,54,70,10.149
66,-92,16,1.19
16,-79,14,4.753
39,-34,-66,1.808
-71,51,38,1.174
50,-39,-31,1.269
-86,65,21,1
48,-83,-85,2.452
-26,52,18,2.301
78,-15,-88,1.163
-5,-46,-60,-1.573
-53,38,84,1.667
73,-88,-83,1.828
22,-45,-14,2.32
12,42,-83,1.409
13,-44,35,2.107
-6,77,99,14.011
3,-28,-83,11.698
-68,6,96,1.233
40,-91,26,1.94
-15,100,100,7.55
22,-41,-87,3.128
23,35,-89,1.348
-10,22,88,4.264
20,-95,-12,4.873
-8,38,-15,4.316
5,-76,-35,15.647
-7,-66,86,1.16
-50,26,80,1.551
-36,15,88,1.786
-55,81,-18,1.2
-21,-20,81,1.545
6,64,-78,1.104
9,20,-36,1.177
80,-11,-72,1.02
-49,26,70,1.49
-11,35,46,4.182
-15,47,90,4.474
30,-32,-28,1.637
-97,94,33,1.243
13,15,-87,2.074
70,-96,-93,2.027
14,-37,-52,3.658
-81,35,62,1.117
-5,43,98,10.472
-65,25,69,1.24
74,-61,-31,1.179
-5,-72,-82,-1.247
-2,87,-49,42.929
36,-68,-46,2.417
-54,20,85,1.453
71,-54,-86,1.545
-10,1,78,2.843
52,-93,25,1.459
14,6,-67,1.984
12,24,-84,1.828
6,-50,-90,9.855
12,-85,68,6.164
18,-23,-87,2.928
65,-93,-91,2.098
27,25,-62,1.122
-34,5,75,1.561
-43,45,81,1.992
-45,14,72,1.43
-47,90,72,2.522
2,-75,-8,37.606
79,-78,-82,1.626
-38,64,-8,1.548
-3,50,25,17.153
56,-70,-56,1.804
-9,34,19,4.272
-53,36,97,1.734
16,-26,-50,2.758
88,-63,-95,1.457
-14,86,-53,5.448
-5,3,56,3.66
97,-86,-94,1.523
-8,-24,53,1.479
-16,-24,71,1.486
92,-76,-44,1.219
-3,3,6,2
-92,66,53,1.198
90,-74,-94,1.513
-31,78,-9,2.395
-62,4,93,1.257
-81,83,25,1.268
16,13,-84,1.921
1,-56,95,54.249
-85,61,38,1.118
-71,24,61,1.111
-31,86,-29,2.381
36,-19,-52,1.494
-10,68,98,8.022
7,-31,-15,4.869
-14,86,9,6.246
-31,29,95,2.28
-2,65,62,33.427
19,-22,-47,2.255
-24,96,18,4.179
12,72,-93,1.093
-6,-87,-85,-1.054
-39,-17,96,1.366
39,-71,-54,2.398
1,-18,-77,21.57
-8,-38,-38,-1.431
-12,83,-23,6.627
11,-28,-7,2.775
36,14,-73,1.243
22,-61,-31,3.211
-25,-5,83,1.725
13,-36,11,2.42
-14,99,87,7.862
26,-15,-12,1.027
20,-8,-26,1.358
-92,53,90,1.318
-97,79,18,1
15,68,-99,1.159
-4,60,-83,13.458
9,-96,39,10.244
-25,81,2,3.265
93,-67,-33,1.056
-53,58,19,1.358
14,-97,-11,7.04
-6,90,-7,14.922
4,50,-87,1.548
-82,60,51,1.235
-84,58,99,1.484
-58,91,-31,1.069
80,-52,-38,1.087
58,-54,-80,1.729
-28,68,64,3.153
17,-19,-17,1.704
7,-98,-82,14.792
-40,-2,88,1.458
-63,76,18,1.409
73,-60,-40,1.258
-49,21,79,1.502
42,-52,-8,1.376
44,-15,-44,1.185
24,-76,42,2.453
75,-38,-100,1.435
80,-98,-51,1.619
48,20,-82,1.115
73,-9,-100,1.234
6,-94,-49,16.172
5,-80,99,14.648
-29,28,91,2.319
-16,74,16,4.832
-21,79,79,4.583
6,66,85,-1.49
60,-81,21,1
18,-12,-30,1.667
-31,100,-27,2.928
-67,77,31,1.465
-51,64,54,1.833
-8,49,39,6.838
-10,2,44,2.2
12,83,-99,1.037
46,-26,-81,1.639
3,-49,-99,18.151
-18,78,-74,2.93
99,-1,-100,1.01
-99,88,71,1.401
68,-45,-63,1.349
-52,28,47,1.257
-81,5,96,1.12
-15,19,20,1.95
-47,65,2,1.413
-15,98,16,6.693
-25,28,65,2.267
98,-89,-82,1.475
53,-56,-2,1.091
22,-99,38,4.076
22,-92,23,3.915
17,-97,97,4.413
14,-80,41,5.145
43,-26,-73,1.64
4,5,-22,1.802
97,-27,-90,1.112
72,-91,-79,1.855
-70,8,92,1.205
-43,41,60,1.751
-5,75,-13,14.825
-72,89,-4,1.189
-4,-71,85,1.126
-9,80,-94,7.495
-52,40,39,1.332
4,-30,39,5.827
-87,39,69,1.142
38,-82,-67,2.79
22,10,-89,1.797
7,-81,-38,12.023
38,-88,-49,2.78
-12,67,23,5.908
16,-86,-25,5.651
59,-66,-10,1.254
-7,75,17,10.936
-47,20,29,1.027
35,7,-90,1.507
-23,86,-76,2.307
-2,98,-99,47.968
-3,49,-19,15.936
2,19,-84,3.285
15,-55,-19,3.985
13,-100,-52,8.181
-20,98,-77,3.917
85,-99,-37,1.462
11,-97,-17,8.99
-43,73,-8,1.58
-21,89,77,4.975
-34,-11,53,1.097
43,-93,-7,2.236
-29,-21,63,1.156
9,-66,-62,8.176
32,-64,-15,2.212
-37,40,98,2.255
-3,-63,95,1.413
-72,80,16,1.284
-3,-32,91,2.333
-10,-55,70,1.066
6,-19,-7,3.5
30,-66,-83,3.094
16,-4,-76,2.308
23,23,-55,1.125
7,-58,-15,8.537
92,-38,-98,1.259
25,-98,-31,4.214
-1,96,-29,95.697
-5,81,81,17.145
-64,66,74,1.708
14,-75,-56,6.021
-68,60,79,1.606
-49,65,-10,1.149
56,-43,-84,1.667
36,-45,-43,1.884
33,41,-89,1.135
9,-99,42,10.558
-37,38,16,1.348
-26,58,-23,1.715
2,-50,-93,26.739
-57,38,98,1.686
54,-65,-80,1.96
-62,9,79,1.204
2,-66,4,32.939
75,-83,-91,1.786
-35,28,74,1.908
-30,47,29,2.04
6,-85,-80,15.052
54,-71,-4,1.369
-35,92,53,3.115
6,-36,-17,6.44
70,-21,-86,1.269
-40,99,46,2.875
-82,63,35,1.142
-84,27,92,1.22
-47,25,97,1.727
-32,-17,83,1.367
4,-93,69,22.483
8,60,65,-1.313
42,-54,-94,2.271
64,-75,-85,1.879
26,-89,47,2.771
29,-84,48,2.113
36,-48,-39,1.903
-37,74,14,2.174
-11,33,11,3.303
56,-79,-67,2.007
-20,-93,-92,-1.427
62,-90,-19,1.639
-46,50,96,2.087
21,-63,-61,3.77
16,79,96,-2.161
-86,97,68,1.617
-46,22,78,1.563
23,-97,19,4.011
48,13,-99,1.307
-29,97,19,3.53
-31,84,96,3.576
65,-23,-50,1.072
-39,36,58,1.765
-42,43,23,1.412
21,-92,34,3.973
35,-96,13,2.6
38,-82,-6,2.229
13,90,97,-1.335
43,-84,-44,2.383
-61,90,100,2.215
1,-32,2,31.937
12,-43,-85,5
23,-10,-90,2.207
22,-39,-77,2.957
-83,9,96,1.131
8,-32,-70,5.571
29,-67,-91,3.27
-13,29,-8,1.908
36,-7,-52,1.303
-45,46,45,1.634
82,-84,-23,1.249
-60,61,2,1.048
-67,34,73,1.328
-12,2,26,1.558
24,-63,-79,3.552
38,-64,-42,2.189
91,-41,-89,1.24
-50,47,86,1.863
36,-90,20,2.253
-51,96,21,2.08
-2,-21,76,2.847
-13,-39,67,1.221
-3,62,60,21.593
52,-80,-58,2.076
33,-95,3,2.847
-18,72,16,4.211
38,-87,-65,2.883
75,-72,-28,1.257
70,-71,-2,1.042
-68,61,34,1.286
1,25,-77,2.773
10,-64,100,3.69
-61,45,20,1.05
-51,26,79,1.525
-52,-15,98,1.236
-10,44,54,5.4
17,-9,-47,1.948
82,-84,-89,1.673
56,-34,-87,1.586
21,54,-81,1.062
-6,32,-8,5.07
-41,26,59,1.558
-37,58,85,2.49
34,-40,-45,1.88
36,-57,-67,2.369
23,-14,-28,1.449
-12,41,81,4.818
-61,94,44,1.917
29,-68,-46,2.893
-89,68,51,1.23
-11,35,98,4.973
71,-65,-59,1.478
11,-80,-22,7.538
79,-39,-51,1.087
-55,56,56,1.639
-23,-75,-58,-1.261
-59,12,69,1.188
15,60,-93,1.194
-45,46,27,1.439
-17,59,-45,2.339
91,-50,-57,1.112
-24,75,65,3.832
19,-89,95,3.039
-10,60,94,7.29
47,-89,-92,2.636
5,-100,-67,20.649
-63,58,63,1.561
-93,76,68,1.356
-65,29,48,1.111
-23,-49,90,1.181
21,-98,-42,5.062
44,-99,-48,2.66
89,-95,-85,1.647
-62,94,80,2.124
-3,15,34,6.693
-13,70,6,5.469
33,-55,-70,2.511
-56,88,-2,1.548
-4,-98,-95,-1.011
7,29,-54,1.393
79,-56,-75,1.391
-21,66,24,3.472
-30,21,62,1.83
31,-66,-63,2.844
25,-66,-74,3.489
-25,99,-25,3.689
86,-76,-22,1.113
20,-22,-34,1.965
-95,97,11,1.124
-31,-11,46,1.054
-45,97,11,2.264
-48,-17,79,1.118
-33,99,76,3.634
8,-1,-28,1.934
45,-95,-87,2.801
43,-36,-65,1.717
10,100,97,-1.088
39,4,-57,1.159
87,-37,-61,1.077
77,-54,-40,1.152
-48,54,15,1.356
14,-82,-54,6.455
-16,34,-5,1.966
4,-4,-1,1.207
-5,92,-66,17.652
-6,24,77,6.103
22,-78,-23,3.819
7,44,40,-1.102
17,-30,-45,2.733
33,-92,-10,2.893
11,-6,-50,2.422
-11,89,53,8.648
-44,88,30,2.297
-11,-45,100,1.598
25,-73,28,2.466
-46,83,10,1.918
18,-36,-61,3.095
88,-26,-68,1.039
-11,48,-23,3.816
-30,95,-54,2.424
5,20,-99,2.879
16,-67,-39,4.706
-32,1,55,1.327
-37,38,2,1.077
1,-12,4,11.657
-95,52,80,1.231
-52,31,29,1.102
27,56,-92,1.08
69,-75,-48,1.539
-30,-24,67,1.147
-44,99,15,2.392
-17,-19,78,1.655
-3,27,53,10.658
-48,-14,94,1.261
25,-82,-49,3.796
55,-44,-34,1.282
18,-83,-77,5.403
-15,100,-33,6.318
-9,-65,76,1.024
-77,79,50,1.468
19,-89,67,3.742
54,-28,-33,1.083
53,-98,-17,2.009
-63,67,96,1.876
-73,-1,78,1.027
-70,76,23,1.332
-12,80,-44,6.062
35,7,-82,1.434
-82,85,55,1.487
-65,38,64,1.327
54,-75,18,1.08
8,-83,-69,11.149
74,-82,-67,1.655
7,-93,19,13.078
-15,71,29,5.112
-59,5,57,1.026
14,-36,-97,4.215
49,-36,-19,1.09
-23,2,60,1.659
-8,72,-21,8.698
92,-97,-22,1.246
-53,62,98,2.065
-6,-75,-92,-1.379
70,-38,-37,1.047
-22,24,29,1.817
-34,56,78,2.548
-29,48,-9,1.44
46,10,-95,1.332
21,-6,-47,1.646
46,-65,-22,1.695
-68,8,71,1.082
-12,-29,67,1.446
-49,-8,93,1.298
72,-32,-84,1.325
-12,11,7,1.349
-27,-29,88,1.346
28,-63,-26,2.606
-77,82,1,1.077
-36,68,64,2.578
15,18,-43,1.196
-39,29,47,1.531
47,-36,-35,1.327
-27,71,29,2.989
61,-64,-2,1.08
14,-94,-7,6.788
13,-33,-89,4.177
15,-41,-10,2.959
22,-90,-30,4.401
-78,40,83,1.319
-50,96,53,2.368
-16,21,34,2.255
-39,5,39,1.066
-3,53,-97,15.593
-86,83,21,1.173
2,55,91,-1.768
73,-92,-38,1.588
51,-97,32,1.477
63,-25,-66,1.241
48,-23,-56,1.346
70,-9,-97,1.243
-58,87,31,1.797
-26,-13,39,1
62,-45,-78,1.542
40,22,-97,1.306
-81,98,46,1.571
-32,-32,65,1.01
2,75,-94,1.214
-35,91,-1,2.589
91,-51,-66,1.177
21,15,-53,1.271
29,-83,50,2
-7,-44,-46,-1.325
48,-6,-80,1.355
77,-88,-96,1.826
61,-30,-73,1.367
